Stack,application,product,color,part no.,global product id,Is Visualizable?
WBS - estimated items,Flooring,Tile,Terrace 13x13 - Noce,6BNTO13/NO,d5a9f72b-8c29-496c-902e-724e52847bce,Yes
WBS - estimated items,Flooring,Tile,Toledo 13x13 - Noce,6TO13/NO,d5a9f72b-8c29-496c-902e-724e52847bce,Yes
WBS - estimated items,Flooring,Tile,Manor TGK08 13x13 - 00500 Surf,6BNTGK0813/500,d5b2cf01-6833-4b1e-a1cb-8ef6f24aa3f1,Yes
WBS - estimated items,Flooring,Tile,Milan TGK08 13x13 - 00500 Surf,6TGK0813/500,d5b2cf01-6833-4b1e-a1cb-8ef6f24aa3f1,Yes
WBS - estimated items,Flooring,Tile,Book II 12x24 - Silver,6BNBKII124/SI,d5fc9995-e801-4aa9-a5d1-29ecb8240613,Yes
WBS - estimated items,Flooring,Tile,Empire TG87B Chevron Mosaic (11.25x11.73 Mesh) - 00200  CM H/P,6BNTG87B/200,d654f20d-dee0-42ee-8901-972f5ad3461c,Yes
WBS - estimated items,Flooring,Tile,Estate TG87B Chevron Mosaic (11.25x11.73 Mesh) - 00200  CM H/P,6TG87B/200,d654f20d-dee0-42ee-8901-972f5ad3461c,Yes
WBS - estimated items,Flooring,Tile,Prism TGJ29 17x17 - 00700 Jasper,6TGJ29/700,d658c149-c368-4330-9f3b-af597e9fee6e,Yes
WBS - estimated items,Flooring,Tile,Geoscapes Hexagon TGJ78 Mosaic (10.51x12.13 Mesh) - 00100 White,6TGJ78/100,d662025a-cf0e-4b49-ab4d-006721ff0da5,Yes
WBS - estimated items,Flooring,Tile,Glow Hexagon TGJ78 Mosaic (10.51x12.13 Mesh) - 00100 White,6BNTGJ78/100,d662025a-cf0e-4b49-ab4d-006721ff0da5,Yes
WBS - estimated items,Flooring,Tile,Castle Brick 2.5x10 - Multi,6CB210/MU,d6cf76a2-d274-4f14-b5ea-7132198501cb,Yes
Echelon-EPP - estimated items,Flooring,Tile,Historic Preserve 12x24-Torino Grey,6HP1224/TG,d70b9577-203d-4a1e-b609-46b3a5fb1b3d,Yes
Echelon-EPP - estimated items,Flooring,Tile,Historic Preserve 12x24-Torino Grey,6HP1224/TG,d70b9577-203d-4a1e-b609-46b3a5fb1b3d,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 1x3 Herringbone - Black K111,6CWM13H/K111,d74cee58-1f6b-4ec7-8835-6b07ca01ff4a,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 1x3 Herringbone Matte - Desert Gray X714,6DTCWM13HM/X714,d75a3497-dfb2-482c-900e-5ea40d16c8d3,Yes
Echelon-EPP - estimated items,Flooring,Tile,Influence Penny 11x12 Mesh - Fawn EM,6INFP/FA,d781bfb4-669b-450e-b438-dae00f508099,Yes
Echelon-EPP - estimated items,Flooring,Tile,Florentine Glossy 12x24 - FL06 Carrara,6FL124/FL06,d7b8501b-47ef-4680-aa67-33a384caec3f,Yes
WBS - estimated items,Flooring,Tile,Florentine Glossy Wall Tile 12x24 - FL06 Carrara,6FL124/FL06,d7b8501b-47ef-4680-aa67-33a384caec3f,Yes
WBS - estimated items,Flooring,Tile,Geometry 10x10 - Petal Blue,6GE1010/PB,d7e357d4-3e8a-41a3-94f6-885a6cf7d144,Yes
WBS - estimated items,Flooring,Tile,Admire Penny Round TG13E Mosaic (11.42x12.32 Mesh) - 00900 Black Tie,6BNTG13E/900,d7e6272a-be58-4838-8f1f-8ebf22b1d1c4,Yes
WBS - estimated items,Flooring,Tile,Affair Penny Round TG13E Mosaic (11.42x12.32 Mesh) - 00900 Black Tie,6TG13E/900,d7e6272a-be58-4838-8f1f-8ebf22b1d1c4,Yes
WBS - estimated items,Flooring,Tile,Mention 2x16 - Dark Gray,6BNZ216/DG,d7f7612f-7a3b-4d70-8600-e893edea6b0d,Yes
WBS - estimated items,Flooring,Tile,Zellige 2x16 - Dark Gray,6Z216/DG,d7f7612f-7a3b-4d70-8600-e893edea6b0d,Yes
WBS - estimated items,Flooring,Tile,(CT) DF Platinum Matte 12x12 - CT76 Calacatta Empire,6COST12/CT76,d7f7e157-f6f3-4fc0-994d-165cf8c2edee,Yes
WBS - estimated items,Flooring,Tile,Cycle Matte 12x12 - CT76 Calacatta Empire,6BNCOST12/CT76,d7f7e157-f6f3-4fc0-994d-165cf8c2edee,Yes
WBS - estimated items,Flooring,Tile,CS-Sky Blue Oval - -Sky Blue,6CSSBOV/SB,d816c1f7-f095-499a-a53d-6b66f9cb9541,Yes
Echelon-EPP - estimated items,Flooring,Tile,Craft 3x12-Fawn,6CFT312/FAW,d8ff1b2c-53e8-46dd-aab0-53c35a9b3607,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Miramo 1x6 Straight Joint - Reef MR49,6DTMIR16SJ/MR49,d904448d-1002-43b0-90e9-36bd094f0cb9,Yes
WBS - estimated items,Flooring,Tile,Pledge Polished 12x24 - Ivory,6BNPIIP124/IV,d9313c9c-d39a-4fd3-9c88-9171638a8abc,Yes
WBS - estimated items,Flooring,Tile,Porto II Polished 12x24 - Ivory,6PIIP124/IV,d9313c9c-d39a-4fd3-9c88-9171638a8abc,Yes
Echelon-EPP - estimated items,Flooring,Tile,MZ Artezen 2x5 Picket - Classic Blue AT23,625ARP/AT23,d9a43d78-960b-4010-a45a-994235b6aa58,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Famed 12x24 Polished - Fortune FM14 ",6FAM1224P/FM14,d9ca55a7-ce50-44f5-b88d-e4d8188013dd,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Savoir Field Tile 24x24 Matte - Blue SV13 ",6DTSVFT2424M/SV13,d9fbf8bb-ab3a-4233-b5b9-85ecfcd56d52,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Scrapbook 2x8 Field Tile - Cherished Greige SB33,6DTSBFT28/SB33,da035d0e-c65a-491c-aff4-0125f4fdf036,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Scrapbook 2x8 Field Tile - Cherished Greige SB33,6DTSBFT28/SB33,da035d0e-c65a-491c-aff4-0125f4fdf036,Yes
WBS - estimated items,Flooring,Tile,Haut Monde Unpolished 12x24 - HM08 Nobility White,6HMU124/HM08,da104896-3c52-4fe2-a6ab-dad004db01cd,Yes
WBS - estimated items,Flooring,Tile,Haut Unpolished 12x24 - HM08 Nobility White,6BNHMU124/HM08,da104896-3c52-4fe2-a6ab-dad004db01cd,Yes
WBS - estimated items,Flooring,Tile,Impulse Chevron Mosaic (14x15 Mesh) - Cream,6IMPC/CR,da42c0a5-caa7-4edb-acc2-9131c0da82cc,Yes
WBS - estimated items,Flooring,Tile,Catch Gloss 3x6 - Ice,6CAG36/IC,da46fabd-ebd8-4e2e-beff-75711fc0ee56,Yes
WBS - estimated items,Flooring,Tile,Cater Gloss 3x6 - Ice,6BNCAG36/IC,da46fabd-ebd8-4e2e-beff-75711fc0ee56,Yes
WBS - estimated items,Flooring,Tile,Legend Polished 24X48 - Arena,6LEP48/AR,da4fe39b-5be3-4485-a010-b9baca503346,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Sterlina II 12x24 - Ivory,6EMSTRLII1224/IV,da507907-f663-4434-8881-bbad1e1b1802,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Artistic Reflections 2X10 - Arctic,6ARTRL210/AE04,da6adcf3-62fe-46b7-bb0a-c758ee6503b2,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Classic 6x6 Gloss - Suede Gray 182,6DTCWC66G/182,da6e4bbf-b1bd-4ab0-9fd4-d97d4d89a9a1,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 1x3 Herringbone Matte - Arctic White 0790,6DTCWM13HM/0790,da8d4b33-51a6-4047-96e8-26f8825bb922,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Famed 3x6 Chevron - Luxe FM12 ",6FAMCH/FM12,daac5d66-863e-4596-bdc0-8da46e2ed33f,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Perfit Mosaix Reverse  - Saran White & Thassos,6DTPFM/PT32,dad82435-75df-4655-9fa4-212c8f8f52f4,Yes
WBS - estimated items,Flooring,Tile,Calumet 12x24 - Ocean,6BNCA124/OC,db11345c-2c70-4810-b1f7-65da74f65936,Yes
WBS - estimated items,Flooring,Tile,Heksa 8x9 - Navy,6HK89/NA,db13a143-1c2b-4e04-ad16-1e4f67395646,Yes
WBS - estimated items,Flooring,Tile,Helena 8x9 - Navy,6BNHK89/NA,db13a143-1c2b-4e04-ad16-1e4f67395646,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Mythology 2x5  Picket Mosaic - Olympus MY91 ",6MYTHPM/MY91,db1556bf-8182-4756-85fb-b8a47eaa657f,Yes
Echelon-EPP - estimated items,Flooring,Tile,Zellige NEO 4x4 - Petrolio ZL05,6ZL44/ZL05,db42856f-cbd2-472d-99ed-1aba75fae1bb,Yes
Echelon-EPP - estimated items,Flooring,Tile,Artcrafted 4x4 Glossy - Tide,6ART4G/TID,db4bde67-31c8-49b3-b5cf-78bf5951c442,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Rice Deco Leaf 2x6 - Bianco RC50 ",6RDL26/RC50,db936447-c4d2-4d85-96b8-76146ffd0000,Yes
Echelon-EPP - estimated items,Flooring,Tile,Mood Bullnose 3x12 - Ivory,6MOOBUL312/IVO,dc40ae33-b1e8-4c14-8b74-09d521ca23a7,Yes
WBS - estimated items,Flooring,Tile,Perpetuo Matte 24x24 - Infinite Black PT24,6PEM2424/IB,dc53af05-9137-4351-a77e-6e160bd82000,Yes
Echelon-EPP - estimated items,Flooring,Tile,Artistic Reflections 3 in Hex Gloss - Twilight AE15,6AR3HG/AE15,dc5dcb0e-aba3-46c8-a05d-52c69a33ac2c,Yes
Echelon-EPP - estimated items,Flooring,Tile,Reserva 12x24 - Manu,6RES1224/MA,dc6208a5-65fe-4c87-93c7-d2d8276e4bc6,Yes
WBS - estimated items,Flooring,Tile,Reserva 12x24 - Manu,6RES1224/MA,dc6208a5-65fe-4c87-93c7-d2d8276e4bc6,Yes
WBS - estimated items,Flooring,Tile,Veil Linear Mosaic (6x24 Mesh) - Peace,6BNZML/PE,dc8608bd-d6da-4f9b-8c28-399069f66cea,Yes
WBS - estimated items,Flooring,Tile,Zen Linear Mosaic (6x24 Mesh) - Peace,6ZML/PE,dc8608bd-d6da-4f9b-8c28-399069f66cea,Yes
Echelon-EPP - estimated items,Flooring,Tile,Statuette Oval Mosaic 12x12-Venetian White,6STAOV/SE70,dc8e5a78-4538-4388-92e0-9ba8ec8864a0,Yes
Echelon-EPP - estimated items,Flooring,Tile,Perpetuo 12x24 Polished - Infinite Black PT24,6PERP1224/IB,dccb4ccb-2bb7-41ee-9f3f-fdd763ded40b,Yes
WBS - estimated items,Flooring,Tile,Clean Collection Matte 4.25 X 16 - Tender Gray,6BNCCM416/TG,dd2f7c2e-df5a-4072-8b57-a15e0ff86fc9,Yes
WBS - estimated items,Flooring,Tile,Color Collection Matte 4.25X16 - Tender Gray,6CCM416/TG,dd2f7c2e-df5a-4072-8b57-a15e0ff86fc9,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Sterlina II 8x10 Hex - White,6EMSTRLII810H/WH,dde9e103-dcdb-49c8-93ec-c9abbb3df9f5,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Sterlina II 8x10 Hex - White,6EMSTRLII810H/WH,dde9e103-dcdb-49c8-93ec-c9abbb3df9f5,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Sterlina II 8x10 Hex - White,6EMSTRLII810H/WH,dde9e103-dcdb-49c8-93ec-c9abbb3df9f5,Yes
WBS - estimated items,Flooring,Tile,Del Ray TG43C Chevron Mosaic (11x13 Mesh) - 00100 Whitewater,6TG43C/100,ddefb097-9ca7-48fa-97a1-4bb0ef3ec776,Yes
WBS - estimated items,Flooring,Tile,Dramatic TG43C Chevron Mosaic 11x13 Mesh) - 00100 Whitewater,6BNTG43C/100,ddefb097-9ca7-48fa-97a1-4bb0ef3ec776,Yes
WBS - estimated items,Flooring,Tile,Clean Collection Bright 4.25x12 - Neu Gray,6BNCCB412/NG,de45564c-634e-4e4b-8bde-42e8681800bb,Yes
WBS - estimated items,Flooring,Tile,Color Collection Bright 4.25x12 - Neu Gray,6CCB412/NG,de45564c-634e-4e4b-8bde-42e8681800bb,Yes
WBS - estimated items,Flooring,Tile,Choir Unpolished 12x24 - CH25 Forte Grey,6BNCHU/CH25,de529394-87ac-4197-93f1-275670e4b3ef,Yes
WBS - estimated items,Flooring,Tile,Chord Unpolished 12x24 - CH25 Forte Grey,6CHU/CH25,de529394-87ac-4197-93f1-275670e4b3ef,Yes
WBS - estimated items,Flooring,Tile,Observe TG69D 12x24 - 00500 Grey,6BNTG69D/500,de6f204d-2fa2-4a11-a756-fd663caea0a0,Yes
WBS - estimated items,Flooring,Tile,Omega TG69D 12x24 - 00500 Grey,6TG69D/500,de6f204d-2fa2-4a11-a756-fd663caea0a0,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Savoir 12x24 Polished - Noir SV14 ",6DTS1224P/SV14,de7b1ec0-5e92-425a-a8d2-29a3ae01bc06,Yes
WBS - estimated items,Flooring,Tile,Paloma Long Hex Glossy 4x8 - Cloud,6PLHG/CL,de8335e2-e135-45cd-9317-646a061e7499,Yes
WBS - estimated items,Flooring,Tile,Progress Long Hex Glossy 4x8 - Cloud,6BNPLHG/CL,de8335e2-e135-45cd-9317-646a061e7499,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Moroccan Concrete Hex 8"" - Taupe",6MC8Hex/MC51,de90dc7c-716e-42a3-8ed6-6423a29c6173,Yes
Echelon-EPP - estimated items,Flooring,Tile,Perpetuo 12x12 Matte - Eternal Grey PT23,6PERM12/EG,de9a8a6a-5359-4703-85f2-177e1373ffa7,Yes
WBS - estimated items,Flooring,Tile,Calumet 12x24 - Coast,6BNCA124/CO,decc7903-f4da-4fd2-a27d-3f6ca2bc27d7,Yes
WBS - estimated items,Flooring,Tile,Interest Chevron Mosaic (12x12 Mesh) - Gray/Fawn,6BNINC/GF,ded898cf-05b7-40d2-a6a4-488b1a3c3d7b,Yes
WBS - estimated items,Flooring,Tile,Intrigue Chevron Mosaic (12x14 Mesh) - Gray/Fawn,6INC/GF,ded898cf-05b7-40d2-a6a4-488b1a3c3d7b,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Vicinity 6x36 - Honey VC03,6VIC636/ho,def76112-562a-42cf-9604-dfaf78318c05,Yes
WBS - estimated items,Flooring,Tile,Stacked Stone 6x24 - S702 Sanya White,6716STACK1T/S702,df2626bf-abbd-4ad8-899e-d17c1aeb2df6,Yes
WBS - estimated items,Flooring,Tile,Step Stone 6x24 - S702 Sanya White,6BN716STACK1T/S702,df2626bf-abbd-4ad8-899e-d17c1aeb2df6,Yes
WBS - estimated items,Flooring,Tile,Beam 3x12 -  Gris,6BNBRL312/GR,df30ee85-19a0-4b2c-88f9-3f5c91401dfd,Yes
WBS - estimated items,Flooring,Tile,Brickell 3x12 - Gris,6BRL312/GR,df30ee85-19a0-4b2c-88f9-3f5c91401dfd,Yes
WBS - estimated items,Flooring,Tile,Safari 12x24 - Unpolished,6BNSTY124/UP,df5f79bf-5b36-4f3b-aaf8-c25b27f588cd,Yes
WBS - estimated items,Flooring,Tile,Statuary 12x24 - Unpolished,6STY124/UP,df5f79bf-5b36-4f3b-aaf8-c25b27f588cd,Yes
WBS - estimated items,Flooring,Tile,Layer Unpolished Mosaic 13x13 Mesh) 2x2 - Arena,6BNLEM124/AR,df90578f-ca8b-425a-9c95-b6f7b5428306,Yes
WBS - estimated items,Flooring,Tile,Legend Unpolished Mosaic 13x13 Mesh) 2x2 - Arena,6LEM124/AR,df90578f-ca8b-425a-9c95-b6f7b5428306,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Stagecraft 6x6 Kaleidoscope Mosaic - Desert Gray X114,6STGCFTK66/X114,dfa64fd3-3142-4fea-a06c-fb97de6ac8c5,Yes
WBS - estimated items,Flooring,Tile,Memoir 12x12 - ME28 Cosmo Grey,6MEM12/ME28,dfc72b80-31ca-4bce-8779-c2cfa2043123,Yes
WBS - estimated items,Flooring,Tile,Memoir 12x12 - ME28 Cosmo Grey,6MEM12/ME28,dfc72b80-31ca-4bce-8779-c2cfa2043123,Yes
WBS - estimated items,Flooring,Tile,Catch Gloss 3x12 - Silicon,6CAG312/SI,dfcfd826-c975-43f6-957d-424d4d5fc6f8,Yes
WBS - estimated items,Flooring,Tile,Cater Gloss 3x12 - Silicon,6BNCAG312/SI,dfcfd826-c975-43f6-957d-424d4d5fc6f8,Yes
WBS - estimated items,Flooring,Tile,Layer Unpolished 12x24 - Blanco,6BNLE124/BL,dff6f25a-50ba-4e3b-82e7-8af69389181b,Yes
WBS - estimated items,Flooring,Tile,Legend Unpolished 12x24 - Blanco,6LE124/BL,dff6f25a-50ba-4e3b-82e7-8af69389181b,Yes
WBS - estimated items,Flooring,Tile,Rockart Medallion Mosaic (12x12 Mesh) - B&W,6ROME/BW,e005a7da-cfa9-4d80-a3c2-bfa01a2bf445,Yes
WBS - estimated items,Flooring,Tile,Rocket Medallion Mosaic (12x12 Mesh) - B&W,6BNROME/BW,e005a7da-cfa9-4d80-a3c2-bfa01a2bf445,Yes
Echelon-EPP - estimated items,Flooring,Tile,Esplanade 12x24 Matte - Alley,6ESP124/AL,e074818d-3349-4a6e-9591-d599a8c99570,Yes
WBS - estimated items,Flooring,Tile,Esplanade Matte 12x24 - Alley,6ESP124/AL,e074818d-3349-4a6e-9591-d599a8c99570,Yes
WBS - estimated items,Flooring,Tile,Eternal 12x24 - Alley,6BNESP124/AL,e074818d-3349-4a6e-9591-d599a8c99570,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Miramo 3 in. Fan - Aqua MR47,6DTMIR3F/MR47,e07dc8a5-f04c-4525-9395-271d3cd93ef2,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Marble Attache Linear Hex Mosaic (12x12 Mesh) 2x5 - MA83 Nero ",6MAH/MA83,e0ad964c-c1af-45cd-9d17-7394100fb1bf,Yes
WBS - estimated items,Flooring,Tile,"Marble Attache Linear Hex Mosaic (12x12 Mesh) 2x5 - MA83 Nero ",6MAH/MA83,e0ad964c-c1af-45cd-9d17-7394100fb1bf,Yes
WBS - estimated items,Flooring,Tile,Legend Unpolished 24X48 - Arena,6LE48/AR,e0c0b6fd-c2fc-46ee-b020-2883ff77baa8,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Rigid Clay Plateau 12x24 - Rock RC12,6DTRCP1224/RC12,e153299b-a0f5-4694-8539-3650ce7faab3,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 1.5 in. Hex Mosaic Matte - Desert Gray X714,6DTCWM1.5HM/X714,e15d75ca-395f-481a-b071-6c1bc96b334a,Yes
Echelon-EPP - estimated items,Flooring,Tile,Classica 2x2 Mosaic On Mesh 12x12 - grigio matte,6EGC22/gri,e16c98c3-21bc-44f3-8634-735959366800,Yes
Echelon-EPP - estimated items,Flooring,Tile,Balans 12x24 - Brown,6BAL124/BRO,e175f878-e05d-49b8-b5cf-7ebec506d488,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Sterlina II 24x24 Matte - Ivory,6EMSTII2424M/IVO,e18fab6a-1ca2-4e79-a13a-ae4a670810dc,Yes
WBS - estimated items,Flooring,Tile,Erosion 13x13 - Valley,6ER13/VA,e213c84f-2631-450c-9202-a36e5e283170,Yes
Echelon-EPP - estimated items,Flooring,Tile,Statuette Oval Mosaic 12x12-Paloma Grey,6STAOV/SE72,e247d13c-9210-4b7d-9f0d-43a4a79a14b6,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Scrapbook 2x8 Field Tile - Memory Grey SB32,6DTSBFT28/SB32,e2577d5a-4f64-43a8-a484-9097e876231b,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Scrapbook 2x8 Field Tile - Memory Grey SB32,6DTSBFT28/SB32,e2577d5a-4f64-43a8-a484-9097e876231b,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Zellige NEO 3x12 - Salvia ZL02,6DTZEL312/ZL02,e26b8a47-94df-48cd-8f80-5dbd45c9a301,Yes
WBS - estimated items,Flooring,Tile,Sublime Elongated Hex Mosaic (12x11 Mesh) - M018 Cirrus Storm,6BNSEHM/M018,e2aaf44f-7f19-4126-9068-c2d324a948be,Yes
WBS - estimated items,Flooring,Tile,Sublimity Elongated Hex Mosaic (12x11 Mesh) - M018 Cirrus Storm,6SEHM/M018,e2aaf44f-7f19-4126-9068-c2d324a948be,Yes
WBS - estimated items,Flooring,Tile,Allure Mini Palace 12x12 - Silver,6BNALMP1212/SI,e2c6151b-4454-4561-a3f3-239fa5205ee2,Yes
WBS - estimated items,Flooring,Tile,Alluro Mini Palace 12x12 - Silver,6ALMP1212/SI,e2c6151b-4454-4561-a3f3-239fa5205ee2,Yes
WBS - estimated items,Flooring,Tile,Allure Mini Palace 12x12 - Silver,6BNALMP1212/SI,e2c6151b-4454-4561-a3f3-239fa5205ee2,Yes
WBS - estimated items,Flooring,Tile,Alluro Mini Palace 12x12 - Silver,6ALMP1212/SI,e2c6151b-4454-4561-a3f3-239fa5205ee2,Yes
Echelon-EPP - estimated items,Flooring,Tile,Morocco Arabesque 10x11 Mesh - White EM,6MORA1011/WH,e2fda148-ecdc-4174-a4e7-696ef87fc6f6,Yes
Echelon-EPP - estimated items,Flooring,Tile,MZ Artezen 2x4 Herringbone - Ideal Gray AT22,624AH/AT22,e30d45df-de6e-485c-8837-130b26311164,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Classic 6x6 Gloss - Architectural Gray 109,6DTCWC66G/109,e3316eeb-eb05-4d25-aac2-baf7788611a3,Yes
WBS - estimated items,Flooring,Tile,Geometry 10x10 - Cube Gray,6GE1010/CG,e3420c01-2b28-4014-bf46-d9cc65abf189,Yes
WBS - estimated items,Flooring,Tile,Goal 10x10 - Cube Gray,6BNGE1010/CG,e3420c01-2b28-4014-bf46-d9cc65abf189,Yes
WBS - estimated items,Flooring,Tile,(CT) CF Platinum 4x12 - CT75 Calacatta Sky,6COS412/CT75,e3885f32-c918-4138-a81e-dbe722bf2a47,Yes
WBS - estimated items,Flooring,Tile,Cycle 4x12 - CT75 Calacatta Sky,6BNCOS412/CT75,e3885f32-c918-4138-a81e-dbe722bf2a47,Yes
WBS - estimated items,Flooring,Tile,(CT) CF Platinum 4x12 - CT75 Calacatta Sky,6COS412/CT75,e3885f32-c918-4138-a81e-dbe722bf2a47,Yes
WBS - estimated items,Flooring,Tile,Cycle 4x12 - CT75 Calacatta Sky,6BNCOS412/CT75,e3885f32-c918-4138-a81e-dbe722bf2a47,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Collins 12x24 - CS81 Timeless,6COLL1224/CS81,e3c20adc-8d49-4c90-abe0-71aff823d6ce,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 1.5 in. Hex Mosaic Matte - Black K711,6DTCWM1.5HM/K711,e41571cd-5c1c-463d-a8f7-2951743c997d,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Savoir 3x3 Mosaic Matte - -Bleu,6DTS33MM/SV13,e4268401-db05-4662-bf06-40c502a45007,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Rekindle 2x6 Herringbone Mosaic - Medium Grey RK13 ",6DTR26HM/RK13,e45f219f-665a-462a-b42c-d2d03323079b,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Miramo 1x6 Straight Joint - Pearl MR44,6DTMIR16SJ/MR44,e471e404-6b80-4f39-b17e-bfcbc53e9c6c,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Linear 2x8 Matte - Black K711,6DTCWL28M/K711,e475bbfc-5e64-447d-90b6-61d116e6d0ff,Yes
WBS - estimated items,Flooring,Tile,Ideal Arabesque Gloss  Mosaic (10x12 Mesh) - Gray,6BNIAM/GR,e49cea86-5312-4016-8ab4-c7109e0ca24b,Yes
WBS - estimated items,Flooring,Tile,Influence Arabesque Gloss  Mosaic (10x12 Mesh) - Gray,6IAM/GR,e49cea86-5312-4016-8ab4-c7109e0ca24b,Yes
WBS - estimated items,Flooring,Tile,Fleur Mosaic (11x12 Mesh) - Orchis,6FL1112/OR,e4c3e9cf-dbae-49ca-87bb-9352db183155,Yes
Echelon-EPP - estimated items,Flooring,Tile,Magnolia Bend 6x36-Ozark Brown,6636MB/OB,e4df9c60-a6cd-4aa0-bbf3-95b8cabfe8c4,Yes
Echelon-EPP - estimated items,Flooring,Tile,Magnolia Bend 6x36-Ozark Brown,6636MB/OB,e4df9c60-a6cd-4aa0-bbf3-95b8cabfe8c4,Yes
Echelon-EPP - estimated items,Flooring,Tile,Modern Formation Mixed Chevron Mosaic 12x13 - Headland Fog,6MFMCM1213/MF04,e4ffe86f-79e4-42df-af1a-37e3af5b3283,Yes
WBS - estimated items,Flooring,Tile,Energy 20x20 - Glacier,6BNER20/GL,e51cb82c-a92e-4e9e-ac17-7dd8687bfb50,Yes
WBS - estimated items,Flooring,Tile,Erosion 20x20 - Glacier,6ER20/GL,e51cb82c-a92e-4e9e-ac17-7dd8687bfb50,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Artistic Reflections 2x20 - Haze AE14,6ARTRL220/AE14,e56ed26e-de66-47a1-b8fc-0ba14d83baac,Yes
Echelon-EPP - estimated items,Flooring,Tile,MZ Illusionist 12x24 Matte - Mirage IL46,6MZILL1224M/IL46,e5bfa3d1-2140-4ece-89f3-e67939e7a3e9,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Savoir Field Tile 24x24 Matte - Cafe SV11 ",6DTSVFT2424M/SV11,e612f792-4ac9-433b-b78e-266350826cf3,Yes
Echelon-EPP - estimated items,Flooring,Tile,Coastline Polished 12x24-Pebble Beach,6124COP/PB,e62bb8f4-26bb-4a22-86c9-11bc2d21c3cd,Yes
WBS - estimated items,Flooring,Tile,Emerson Wood Mosaic (12x24 Mesh) 2x2 - EP04 Balsam Fir,6EW2/EP04,e664cba0-b76c-420c-814d-8bb442d951c3,Yes
Echelon-EPP - estimated items,Flooring,Tile,MZ Illusionist 12x24 Matte - Lumen IL45,6MZILL1224M/IL45,e67acfba-78f5-4ba7-9dee-17a899877f8d,Yes
Echelon-EPP - estimated items,Flooring,Tile,Reserva 13x13 - Manu,6RES13/MA,e69ee24c-d385-4ccd-bc59-9ad9b931643f,Yes
WBS - estimated items,Flooring,Tile,Reserva 13x13 - Manu,6RES13/MA,e69ee24c-d385-4ccd-bc59-9ad9b931643f,Yes
Echelon-EPP - estimated items,Flooring,Tile,Cabo 12x24 - Shore EM,6CAB124/SH,e6cdafce-796f-42ed-9269-53c71004eb4f,Yes
WBS - estimated items,Flooring,Tile,Cabo 12x24 - Shore,6CAB124/SH,e6cdafce-796f-42ed-9269-53c71004eb4f,Yes
Echelon-EPP - estimated items,Flooring,Tile,Confetti Hex Blend 8mm Mosaic (12x12 Mesh) - Freddo,6CHB8/FR,e6d27069-a703-4988-b1fa-37ac362a5cc8,Yes
WBS - estimated items,Flooring,Tile,Confetti Hex Blend 8mm Mosaic (12x12 Mesh) - Freddo,6CHB8/FR,e6d27069-a703-4988-b1fa-37ac362a5cc8,Yes
WBS - estimated items,Flooring,Tile,(Artiquity) Core Fundamentals-Advantage (12x12 Mesh) 2x4 - AQ02 Mural Taupe,6ARQB/AQ02,e6e0c84c-6943-463d-bea0-5047e52c4563,Yes
